 num     #instances         #bytes  class name (module)
11639:             2             48  kotlin.reflect.jvm.internal.impl.types.TypeUtils$SpecialType
11640:             2             48  kotlin.reflect.jvm.internal.impl.types.TypeUtils$SpecialType
11641:             2             48  kotlin.reflect.jvm.internal.impl.utils.SmartList
11642:             3             48  kotlin.reflect.jvm.internal.pcollections.IntTreePMap
11643:             3             48  kotlin.reflect.jvm.internal.pcollections.IntTreePMap
11644:             2             48  kotlin.script.experimental.api.RefineConfigurationOnAnnotationsData
11645:             2             48  kotlin.script.experimental.host.ScriptDefinition
11646:             2             48  kotlin.script.experimental.util.PropertiesCollection$PropertyKeyCopyDelegate
11647:             1             48  kotlin.sequences.SequencesKt___SequencesKt$flatMap$2
11648:             1             48  kotlin.sequences.SequencesKt___SequencesKt$flatMap$2
11649:             1             48  kotlinx.coroutines.DefaultExecutor
11650:             2             48  kotlinx.coroutines.JobImpl
11651:             3             48  kotlinx.coroutines.internal.Removed
11652:             2             48  net.sf.cglib.core.AbstractClassGenerator$Source
11653:             2             48  one.util.streamex.StreamContext
11654:             3             48  org.apache.batik.css.engine.value.svg.MarkerManager
11655:             2             48  org.apache.batik.css.engine.value.svg.SVGPaintManager
11656:             1             48  org.apache.commons.logging.impl.LogFactoryImpl
11657:             1             48  org.apache.log4j.Hierarchy
11658:             1             48  org.apache.log4j.Hierarchy
11659:             1             48  org.apache.log4j.helpers.PatternParser
11660:             2             48  org.apache.maven.model.building.DefaultModelProcessor
11661:             3             48  org.apache.maven.model.path.DefaultPathTranslator
11662:             3             48  org.apache.xerces.impl.dv.dtd.ListDatatypeValidator
11663:             1             48  org.apache.xerces.util.URI
11664:             1             48  org.eclipse.aether.internal.impl.DefaultArtifactResolver
11665:             1             48  org.eclipse.aether.internal.impl.DefaultDeployer
11666:             3             48  org.editorconfig.language.index.EditorConfigIdentifierIndex$getValueExternalizer$1
11667:             2             48  org.infernus.idea.checkstyle.StaticScanner
11668:             2             48  org.infernus.idea.checkstyle.config.PluginConfigurationManager
11669:             2             48  org.infernus.idea.checkstyle.config.ProjectConfigurationState
11670:             3             48  org.infernus.idea.checkstyle.config.ProjectConfigurationState$ProjectSettings
11671:             1             48  org.ini4j.Config
11672:             2             48  org.intellij.lang.xpath.XPathFileType
11673:             2             48  org.intellij.lang.xpath.context.XPathVersion
11674:             1             48  org.intellij.lang.xpath.xslt.associations.impl.AssociationsGroup
11675:             2             48  org.intellij.lang.xpath.xslt.run.XsltRunConfiguration$JdkChoice
11676:             3             48  org.intellij.markdown.flavours.commonmark.CommonMarkFlavourDescriptor$sequentialParserManager$1
11677:             2             48  org.intellij.markdown.parser.markerblocks.MarkerBlock$EventAction
11678:             1             48  org.intellij.plugins.intelliLang.Configuration$AdvancedConfiguration
11679:             1             48  org.intellij.plugins.intelliLang.Configuration$App
11680:             2             48  org.intellij.plugins.intelliLang.inject.java.InjectionCache
11681:             2             48  org.intellij.plugins.intelliLang.inject.java.InjectionCache$$Lambda$3630/0x00000008021b8840
11682:             2             48  org.intellij.plugins.intelliLang.inject.xml.XmlLanguageInjector
11683:             2             48  org.intellij.plugins.intelliLang.util.AbstractAnnotationNotApplicableInspection$1
11684:             2             48  org.jetbrains.android.AndroidProjectComponent$AndroidProjectStartupActivity$1
11685:             2             48  org.jetbrains.android.AndroidPropertyFilesUpdater
11686:             1             48  org.jetbrains.android.actions.CreateResourceFileAction
11687:             2             48  org.jetbrains.android.compose.AndroidComposeAutoDocumentation
11688:             1             48  org.jetbrains.android.dom.lint.LintSettingsFileDescription
11689:             1             48  org.jetbrains.android.dom.manifest.ManifestDomFileDescription
11690:             1             48  org.jetbrains.android.dom.resources.ResourcesDomFileDescription
11691:             2             48  org.jetbrains.builtInWebServer.BuiltInServerOptions
11692:             1             48  org.jetbrains.idea.devkit.dom.impl.PluginDescriptorDomFileDescription
11693:             3             48  org.jetbrains.idea.devkit.inspections.PluginXmlDomInspection$$Lambda$3909/0x0000000802573440
11694:             2             48  org.jetbrains.idea.devkit.inspections.missingApi.update.IdeExternalAnnotationsUpdateStartupActivity$subscribeToJdkChanges$1
11695:             2             48  org.jetbrains.idea.kpmsearch.DefaultPackageServiceConfig$PackageSearchEndpointUrls
11696:             2             48  org.jetbrains.idea.kpmsearch.PackageSearchService
11697:             3             48  org.jetbrains.idea.maven.MavenDisposable
11698:             1             48  org.jetbrains.idea.maven.buildtool.MavenBuildEventProcessor
11699:             2             48  org.jetbrains.idea.maven.dom.MavenDomElementDescriptorHolder
11700:             2             48  org.jetbrains.idea.maven.dom.MavenDomElementDescriptorHolder$$Lambda$2186/0x00000008016d3c40
11701:             1             48  org.jetbrains.idea.maven.dom.MavenDomPluginModelDescription
11702:             1             48  org.jetbrains.idea.maven.dom.MavenDomProjectModelDescription
11703:             1             48  org.jetbrains.idea.maven.dom.MavenDomSettingsModelDescription
11704:             2             48  org.jetbrains.idea.maven.dom.model.MavenDomProfiles$$EnhancerByJetBrainsMainCglib$$fdbb257b
11705:             2             48  org.jetbrains.idea.maven.dom.model.MavenDomProperties$$EnhancerByJetBrainsMainCglib$$e50756c4
11706:             1             48  org.jetbrains.idea.maven.execution.MavenRunConfiguration$JavaCommandLineStateImpl
11707:             1             48  org.jetbrains.idea.maven.execution.MavenRunConfiguration$MavenHandlerFilterSpyWrapper
11708:             2             48  org.jetbrains.idea.maven.execution.MavenRunner
11709:             3             48  org.jetbrains.idea.maven.importing.MavenPomPathModuleService$MavenPomPathState
11710:             2             48  org.jetbrains.idea.maven.model.MavenRemoteRepository$Policy
11711:             2             48  org.jetbrains.idea.maven.navigator.MavenProjectsNavigator$5
11712:             2             48  org.jetbrains.idea.maven.navigator.MavenProjectsNavigatorPanel$1
11713:             2             48  org.jetbrains.idea.maven.navigator.MavenProjectsNavigatorPanel$2
11714:             1             48  org.jetbrains.idea.maven.navigator.MavenProjectsStructure
11715:             2             48  org.jetbrains.idea.maven.navigator.MavenProjectsStructure$ErrorLevel
11716:             2             48  org.jetbrains.idea.maven.project.MavenGeneralSettingsWatcher
11717:             2             48  org.jetbrains.idea.maven.project.MavenGeneralSettingsWatcher$1
11718:             2             48  org.jetbrains.idea.maven.project.MavenGeneralSettingsWatcher$VirtualFileSettingsListener
11719:             2             48  org.jetbrains.idea.maven.project.MavenModificationTracker
11720:             2             48  org.jetbrains.idea.maven.project.MavenProject
11721:             2             48  org.jetbrains.idea.maven.project.MavenProjectResolver
11722:             2             48  org.jetbrains.idea.maven.project.MavenProjectsManager$$Lambda$3738/0x0000000802222c40
11723:             2             48  org.jetbrains.idea.maven.project.MavenUnlinkedProjectAware$ProjectsTreeListener
11724:             2             48  org.jetbrains.idea.maven.project.MavenWorkspaceSettingsComponent
11725:             2             48  org.jetbrains.idea.maven.server.MavenDistribution
11726:             2             48  org.jetbrains.idea.maven.server.MavenServerConnector$RemoteMavenServerLogger
11727:             2             48  org.jetbrains.idea.maven.server.MavenServerProgressIndicator$ResolveType
11728:             2             48  org.jetbrains.idea.maven.server.MavenServerSettings$UpdatePolicy
11729:             2             48  org.jetbrains.idea.maven.tasks.MavenShortcutsManager
11730:             2             48  org.jetbrains.idea.maven.tasks.MavenShortcutsManager$MyProjectsTreeListener
11731:             2             48  org.jetbrains.idea.maven.utils.MavenMergingUpdateQueue$3
11732:             3             48  org.jetbrains.idea.maven.utils.Path
11733:             2             48  org.jetbrains.io.BuiltInServer
11734:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage
11735:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$BuildEvent$CustomBuilderMessage
11736:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$ControllerMessage
11737:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$ControllerMessage$FSEvent
11738:             1             48  org.jetbrains.jps.api.CmdlineRemoteProto$Message$UUID
11739:             2             48  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType
11740:             2             48  org.jetbrains.jps.incremental.groovy.GreclipseSettings
11741:             3             48  org.jetbrains.jps.model.ex.JpsElementChildRoleBase
11742:             2             48  org.jetbrains.jps.model.java.JavaResourceRootType
11743:             2             48  org.jetbrains.jps.model.java.JavaSourceRootType
11744:             2             48  org.jetbrains.kotlin.android.synthetic.idea.AndroidPsiTreeChangePreprocessor
11745:             2             48  org.jetbrains.kotlin.asJava.finder.JavaElementFinder
11746:             3             48  org.jetbrains.kotlin.backend.common.serialization.metadata.impl.KlibMetadataDeserializedPackageFragmentsFactoryImpl
11747:             2             48  org.jetbrains.kotlin.config.ConstraintSystemForOverloadResolutionMode
11748:             2             48  org.jetbrains.kotlin.console.ConsoleScriptDefinitionContributor
11749:             3             48  org.jetbrains.kotlin.descriptors.konan.impl.KlibModuleDescriptorFactoryImpl
11750:             2             48  org.jetbrains.kotlin.ide.konan.KotlinNativeABICompatibilityCheckerService
11751:             1             48  org.jetbrains.kotlin.ide.konan.NativePlatformKindResolution$Companion$metadataFactories$1
11752:             2             48  org.jetbrains.kotlin.idea.PluginStartupActivity$1
11753:             1             48  org.jetbrains.kotlin.idea.actions.NewKotlinScriptAction
11754:             1             48  org.jetbrains.kotlin.idea.actions.NewKotlinWorksheetAction
11755:             1             48  org.jetbrains.kotlin.idea.actions.generate.KotlinGenerateTestSupportActionBase$Data
11756:             1             48  org.jetbrains.kotlin.idea.actions.generate.KotlinGenerateTestSupportActionBase$SetUp
11757:             1             48  org.jetbrains.kotlin.idea.actions.generate.KotlinGenerateTestSupportActionBase$TearDown
11758:             1             48  org.jetbrains.kotlin.idea.actions.generate.KotlinGenerateTestSupportActionBase$Test
11759:             2             48  org.jetbrains.kotlin.idea.caches.ImplicitPackagePrefixCache
11760:             2             48  org.jetbrains.kotlin.idea.caches.KotlinShortNamesCache
11761:             2             48  org.jetbrains.kotlin.idea.caches.project.ModuleInfosFromIdeaModelKt$getIdeaModelInfosCache$1
11762:             2             48  org.jetbrains.kotlin.idea.caches.project.MultiplatformUtilKt$implementingModules$1
11763:             2             48  org.jetbrains.kotlin.idea.caches.project.SourceType
11764:             2             48  org.jetbrains.kotlin.idea.caches.resolve.IDEKotlinAsJavaSupport
11765:             2             48  org.jetbrains.kotlin.idea.caches.trackers.KotlinCodeBlockModificationListener$1
11766:             2             48  org.jetbrains.kotlin.idea.compiler.configuration.Kotlin2JvmCompilerArgumentsHolder
11767:             2             48  org.jetbrains.kotlin.idea.compiler.configuration.KotlinCommonCompilerArgumentsHolder
11768:             2             48  org.jetbrains.kotlin.idea.compiler.configuration.KotlinCompilerSettings
11769:             3             48  org.jetbrains.kotlin.idea.compiler.configuration.KotlinCompilerWorkspaceSettings
11770:             2             48  org.jetbrains.kotlin.idea.configuration.ui.KotlinConfigurationCheckerService
11771:             1             48  org.jetbrains.kotlin.idea.core.platform.impl.CommonIdePlatformKindTooling$getLibraryVersionProvider$1
11772:             1             48  org.jetbrains.kotlin.idea.core.platform.impl.JvmIdePlatformKindTooling$getLibraryVersionProvider$1
11773:             2             48  org.jetbrains.kotlin.idea.core.script.ScriptDefinitionSourceFromContributor
11774:             2             48  org.jetbrains.kotlin.idea.core.script.ScriptDependenciesModificationTracker
11775:             2             48  org.jetbrains.kotlin.idea.core.script.StandardScriptDefinitionContributor
11776:             2             48  org.jetbrains.kotlin.idea.core.script.configuration.DefaultScriptingSupport$createCache$1
11777:             2             48  org.jetbrains.kotlin.idea.core.script.configuration.DefaultScriptingSupport$loadingContext$1
11778:             2             48  org.jetbrains.kotlin.idea.core.script.settings.KotlinScriptingSettings
11779:             1             48  org.jetbrains.kotlin.idea.core.util.FileAttributeProperty$cache$1
11780:             2             48  org.jetbrains.kotlin.idea.debugger.KotlinDebuggerSettings
11781:             2             48  org.jetbrains.kotlin.idea.debugger.coroutine.CoroutineDebuggerListener
11782:             2             48  org.jetbrains.kotlin.idea.highlighter.KotlinRainbowVisitor
11783:             1             48  org.jetbrains.kotlin.idea.inspections.jdk2k.ReplaceJavaStaticMethodWithKotlinAnalogInspection$Companion$JAVA_IO$1
11784:             1             48  org.jetbrains.kotlin.idea.inspections.jdk2k.ReplaceJavaStaticMethodWithKotlinAnalogInspection$Companion$JAVA_IO$2
11785:             1             48  org.jetbrains.kotlin.idea.klib.KlibMetadataDecompiler$metadataStubBuilder$1
11786:             1             48  org.jetbrains.kotlin.idea.migration.CodeMigrationAction
11787:             2             48  org.jetbrains.kotlin.idea.project.KotlinLibraryToSourceAnalysisStateComponent
11788:             2             48  org.jetbrains.kotlin.idea.project.KotlinMultiplatformAnalysisModeComponent$Mode
11789:             2             48  org.jetbrains.kotlin.idea.project.KotlinMultiplatformAnalysisModeComponent$containsImportedHmppModules$1
11790:             3             48  org.jetbrains.kotlin.idea.refactoring.rename.KotlinVariableInplaceRenameHandler
11791:             2             48  org.jetbrains.kotlin.idea.scratch.ScratchFileModuleInfoProvider$runActivity$1
11792:             2             48  org.jetbrains.kotlin.idea.script.BridgeScriptDefinitionsContributor
11793:             1             48  org.jetbrains.kotlin.idea.script.BridgeScriptDefinitionsContributor$definitions$1$discoveredDefinitions$1
11794:             2             48  org.jetbrains.kotlin.idea.script.ScriptTemplatesFromCompilerSettingsProvider
11795:             2             48  org.jetbrains.kotlin.idea.scripting.gradle.ErrorScriptDependenciesResolver
11796:             2             48  org.jetbrains.kotlin.idea.scripting.gradle.GradleScriptDefinitionsContributor
11797:             2             48  org.jetbrains.kotlin.idea.scripting.gradle.GradleScriptListener
11798:             2             48  org.jetbrains.kotlin.idea.scripting.gradle.roots.GradleBuildRootIndex$standaloneScriptRoots$2
11799:             2             48  org.jetbrains.kotlin.idea.stubindex.SubpackagesIndexService
11800:             2             48  org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex
11801:             2             48  org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex
11802:             2             48  org.jetbrains.kotlin.idea.versions.UnsupportedAbiVersionNotificationPanelProvider
11803:             2             48  org.jetbrains.kotlin.idea.vfilefinder.KlibMetaFileIndex
11804:             2             48  org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex
11805:             2             48  org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex
11806:             1             48  org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex$1
11807:             1             48  org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex$1
11808:             1             48  org.jetbrains.kotlin.mainKts.MainKtsEvaluationConfiguration$1$1
11809:             1             48  org.jetbrains.kotlin.mainKts.MainKtsEvaluationConfiguration$1$1
11810:             1             48  org.jetbrains.kotlin.mainKts.MainKtsEvaluationConfiguration$1$2
11811:             1             48  org.jetbrains.kotlin.mainKts.MainKtsEvaluationConfiguration$1$2
11812:             1             48  org.jetbrains.kotlin.mainKts.MainKtsScriptDefinition$1$2$1
11813:             1             48  org.jetbrains.kotlin.mainKts.MainKtsScriptDefinition$1$2$1
11814:             1             48  org.jetbrains.kotlin.psi.CreateByPatternKt$SUPPORTED_ARGUMENT_TYPES$2
11815:             2             48  org.jetbrains.kotlin.psi.NotNullableUserDataProperty
11816:             2             48  org.jetbrains.kotlin.psi.PlainTextArgumentType
11817:             2             48  org.jetbrains.kotlin.psi.PsiElementArgumentType
11818:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$acceptedAnnotations$2
11819:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$baseClass$2
11820:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$dependencyResolver$2
11821:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$implicitReceivers$2
11822:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$providedProperties$2
11823:             2             48  org.jetbrains.kotlin.scripting.definitions.KotlinScriptDefinitionAdapterFromNewAPIBase$scriptingClassGetter$2
11824:             3             48  org.jetbrains.kotlin.serialization.konan.impl.KlibResolvedModuleDescriptorsFactoryImpl
11825:             2             48  org.jetbrains.mvstore.MVMap$Builder
11826:             2             48  org.jetbrains.mvstore.MVStore$TxCounter
11827:             1             48  org.jetbrains.plugins.github.GHOpenInBrowserActionGroup
11828:             1             48  org.jetbrains.plugins.github.GithubCreatePullRequestAction
11829:             1             48  org.jetbrains.plugins.github.GithubRebaseAction
11830:             1             48  org.jetbrains.plugins.github.GithubViewPullRequestsAction
11831:             2             48  org.jetbrains.plugins.github.api.GHRepositoryCoordinates
11832:             2             48  org.jetbrains.plugins.github.api.GHRepositoryPath
11833:             2             48  org.jetbrains.plugins.github.authentication.accounts.GithubAccount
11834:             2             48  org.jetbrains.plugins.github.pullrequest.GHPRToolWindowTabsManager$$special$$inlined$observable$1
11835:             2             48  org.jetbrains.plugins.github.pullrequest.GHPRToolWindowTabsManager$1
11836:             2             48  org.jetbrains.plugins.github.pullrequest.GHPRToolWindowTabsManager$tabDisposalListener$1
11837:             2             48  org.jetbrains.plugins.github.util.GHGitRepositoryMapping
11838:             2             48  org.jetbrains.plugins.github.util.GitRemoteUrlCoordinates
11839:             2             48  org.jetbrains.plugins.github.util.GithubUtil$Delegates$observableField$1
11840:             2             48  org.jetbrains.plugins.gradle.GradleManager$1
11841:             2             48  org.jetbrains.plugins.gradle.compiler.GradleBuildProcessParametersProvider
11842:             2             48  org.jetbrains.plugins.gradle.config.GradleResourceCompilerConfigurationGenerator
11843:             2             48  org.jetbrains.plugins.gradle.execution.GradleBeforeRunTaskProvider
11844:             2             48  org.jetbrains.plugins.gradle.integrations.maven.MavenRepositoriesHolder
11845:             2             48  org.jetbrains.plugins.gradle.settings.GradleLocalSettings
11846:             2             48  org.jetbrains.plugins.groovy.annotator.intentions.dynamic.DynamicManagerImpl
11847:             3             48  org.jetbrains.plugins.groovy.annotator.intentions.dynamic.elements.DRootElement
11848:             1             48  org.jetbrains.plugins.groovy.bundled.BundledGroovy$bundledGroovyFile$2
11849:             1             48  org.jetbrains.plugins.groovy.bundled.BundledGroovy$bundledGroovyJarRoot$2
11850:             1             48  org.jetbrains.plugins.groovy.bundled.BundledGroovy$bundledGroovyVersion$2
11851:             3             48  org.jetbrains.plugins.groovy.codeInspection.gpath.GroovyMapPutCanBeKeyedAccessInspection$ReplaceWithPropertyAccessFix
11852:             2             48  org.jetbrains.plugins.groovy.console.GroovyConsoleStateService
11853:             2             48  org.jetbrains.plugins.groovy.debugger.GroovyDebuggerSettings
11854:             2             48  org.jetbrains.plugins.groovy.findUsages.MethodLateBoundReferencesSearcher$1
11855:             2             48  org.jetbrains.plugins.groovy.gant.GantSettings
11856:             1             48  org.jetbrains.plugins.groovy.intentions.annotations.AddAnnotationValueIntention$Companion$1
11857:             3             48  org.jetbrains.plugins.groovy.intentions.declaration.GrChangeMemberVisibilityModifierBase$1
11858:             2             48  org.jetbrains.plugins.groovy.lang.psi.impl.synthetic.GrGdkMethodImpl$$Lambda$5645/0x0000000800f23440
11859:             2             48  org.jetbrains.plugins.groovy.mvc.MvcFramework$$Lambda$2779/0x0000000801b58040
11860:             2             48  org.jetbrains.plugins.groovy.mvc.MvcModuleStructureSynchronizer$4
11861:             1             48  org.jetbrains.plugins.groovy.shell.GroovyShellAction
11862:             2             48  org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor$MyJavaClassReferenceProvider
11863:             2             48  org.jetbrains.plugins.javaFX.fxml.refs.JavaFxReferencesContributor$3
11864:             3             48  org.jetbrains.plugins.javaFX.indexing.JavaFxControllerClassIndex$MyInputFilter
11865:             1             48  org.jetbrains.uast.UastContextKt$getFirstUElement$parentSequence$1
11866:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$1
11867:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$11
11868:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$15
11869:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$16
11870:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$17
11871:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$21
11872:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$4
11873:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$6
11874:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$7
11875:             1             48  org.jetbrains.uast.java.JavaConverter$convertExpression$2$8
11876:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$1
11877:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$11
11878:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$13
11879:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$2
11880:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$5
11881:             1             48  org.jetbrains.uast.java.JavaConverter$convertPsiElement$2$7
11882:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$10
11883:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$14
11884:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$16
11885:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$18
11886:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$3
11887:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$5
11888:             1             48  org.jetbrains.uast.java.JavaConverter$convertStatement$2$7
11889:             1             48  org.jetbrains.uast.java.JavaUastLanguagePlugin$convertDeclaration$2$11
11890:             1             48  org.jetbrains.uast.java.JavaUastLanguagePlugin$convertDeclaration$2$7
11891:             1             48  org.jetbrains.uast.java.JavaUastLanguagePlugin$convertDeclaration$2$8
11892:             3             48  org.jetbrains.yaml.navigation.YAMLKeysIndex$2
11893:             2             48  org.zmlx.hg4idea.HgProjectSettings
11894:             2             48  org.zmlx.hg4idea.branch.HgBranchManager
11895:             2             48  org.zmlx.hg4idea.branch.HgBranchType
11896:             2             48  org.zmlx.hg4idea.log.HgLogProvider
11897:             2             48  org.zmlx.hg4idea.log.HgRefManager
11898:             2             48  org.zmlx.hg4idea.provider.HgChangeProvider
11899:             2             48  org.zmlx.hg4idea.provider.HgCommittedChangesProvider
11900:             2             48  org.zmlx.hg4idea.provider.HgIgnoredFileHolder$Provider
11901:             2             48  org.zmlx.hg4idea.provider.commit.HgCheckinEnvironment
11902:             2             48  org.zmlx.hg4idea.provider.update.HgUpdateEnvironment
11903:             2             48  sun.awt.MostRecentKeyValue (java.desktop@11.0.9.1)
11904:             2             48  sun.awt.util.IdentityArrayList (java.desktop@11.0.9.1)
11905:             1             48  sun.font.ScriptRun (java.desktop@11.0.9.1)
11906:             1             48  sun.java2d.SurfaceData$PixelToPgramLoopConverter (java.desktop@11.0.9.1)
11907:             1             48  sun.java2d.loops.DrawGlyphListColor (java.desktop@11.0.9.1)
11908:             1             48  sun.java2d.loops.OpaqueCopyAnyToArgb (java.desktop@11.0.9.1)
11909:             1             48  sun.java2d.loops.OpaqueCopyArgbToAny (java.desktop@11.0.9.1)
11910:             1             48  sun.java2d.loops.SetDrawLineANY (java.desktop@11.0.9.1)
11911:             1             48  sun.java2d.loops.SetDrawPathANY (java.desktop@11.0.9.1)
11912:             1             48  sun.java2d.loops.SetDrawPolygonsANY (java.desktop@11.0.9.1)
11913:             1             48  sun.java2d.loops.SetDrawRectANY (java.desktop@11.0.9.1)
11914:             1             48  sun.java2d.loops.SetFillPathANY (java.desktop@11.0.9.1)
11915:             1             48  sun.java2d.loops.SetFillRectANY (java.desktop@11.0.9.1)
11916:             1             48  sun.java2d.loops.SetFillSpansANY (java.desktop@11.0.9.1)
11917:             1             48  sun.java2d.loops.TransformBlit (java.desktop@11.0.9.1)
11918:             1             48  sun.java2d.opengl.OGLRTTSurfaceToSurfaceBlit (java.desktop@11.0.9.1)
11919:             1             48  sun.java2d.opengl.OGLRTTSurfaceToSurfaceScale (java.desktop@11.0.9.1)
11920:             1             48  sun.java2d.opengl.OGLRTTSurfaceToSurfaceTransform (java.desktop@11.0.9.1)
11921:             1             48  sun.java2d.opengl.OGLSurfaceToSurfaceBlit (java.desktop@11.0.9.1)
11922:             1             48  sun.java2d.opengl.OGLSurfaceToSurfaceScale (java.desktop@11.0.9.1)
11923:             1             48  sun.java2d.opengl.OGLSurfaceToSurfaceTransform (java.desktop@11.0.9.1)
11924:             1             48  sun.java2d.opengl.OGLTextureToSurfaceBlit (java.desktop@11.0.9.1)
11925:             1             48  sun.java2d.opengl.OGLTextureToSurfaceScale (java.desktop@11.0.9.1)
11926:             1             48  sun.java2d.opengl.OGLTextureToSurfaceTransform (java.desktop@11.0.9.1)
11927:             1             48  sun.java2d.pipe.RenderBuffer (java.desktop@11.0.9.1)
11928:             3             48  sun.java2d.pipe.SpanClipRenderer (java.desktop@11.0.9.1)
11929:             1             48  sun.lwawt.macosx.CClipboard (java.desktop@11.0.9.1)
11930:             2             48  sun.lwawt.macosx.CDropTarget (java.desktop@11.0.9.1)
11931:             1             48  sun.net.www.http.KeepAliveCache (java.base@11.0.9.1)
11932:             2             48  sun.nio.ch.FileLockTable (java.base@11.0.9.1)
11933:             2             48  sun.nio.ch.KQueuePort$Event (java.base@11.0.9.1)
11934:             1             48  sun.rmi.runtime.Log$InternalStreamHandler (java.rmi@11.0.9.1)
11935:             3             48  sun.rmi.transport.DGCClient$EndpointEntry$RenewCleanThread (java.rmi@11.0.9.1)
11936:             3             48  sun.rmi.transport.tcp.TCPChannel$1 (java.rmi@11.0.9.1)
11937:             2             48  sun.security.jca.ProviderList (java.base@11.0.9.1)
11938:             2             48  sun.security.jca.ProviderList$3 (java.base@11.0.9.1)
11939:             1             48  sun.security.pkcs12.PKCS12KeyStore (java.base@11.0.9.1)
11940:             2             48  sun.security.rsa.RSAUtil$KeyType (java.base@11.0.9.1)
11941:             2             48  sun.security.ssl.SSLAlgorithmConstraints (java.base@11.0.9.1)
11942:             3             48  sun.security.ssl.SSLCipher$StreamReadCipherGenerator (java.base@11.0.9.1)
11943:             3             48  sun.security.ssl.SSLCipher$StreamWriteCipherGenerator (java.base@11.0.9.1)
11944:             1             48  sun.security.ssl.SSLContextImpl$TLSContext (java.base@11.0.9.1)
11945:             2             48  sun.security.ssl.SSLKeyExchange (java.base@11.0.9.1)
11946:             3             48  sun.security.util.AlgorithmDecomposer (java.base@11.0.9.1)
11947:             2             48  sun.security.util.DisabledAlgorithmConstraints$UsageConstraint (java.base@11.0.9.1)
11948:             2             48  sun.security.util.DisabledAlgorithmConstraints$jdkCAConstraint (java.base@11.0.9.1)
11949:             3             48  sun.security.x509.RFC822Name (java.base@11.0.9.1)
11950:             1             48  sun.text.normalizer.CharTrie (java.base@11.0.9.1)
11951:             2             48  sun.text.normalizer.Norm2AllModes (java.base@11.0.9.1)
11952:             2             48  sun.text.normalizer.Norm2AllModes$ComposeNormalizer2 (java.base@11.0.9.1)
11953:             2             48  sun.text.normalizer.Norm2AllModes$Norm2AllModesSingleton (java.base@11.0.9.1)
11954:             1             48  sun.text.normalizer.UCharacterProperty (java.base@11.0.9.1)
11955:             3             48  sun.text.normalizer.VersionInfo (java.base@11.0.9.1)
11956:             2             48  sun.util.locale.LocaleExtensions (java.base@11.0.9.1)
11957:             2             48  sun.util.locale.provider.CurrencyNameProviderImpl (java.base@11.0.9.1)
11958:             2             48  sun.util.locale.provider.DateFormatProviderImpl (java.base@11.0.9.1)
11959:             2             48  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@11.0.9.1)
11960:             2             48  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@11.0.9.1)
