 num     #instances         #bytes  class name (module)
8560:             3             72  com.siyeh.ig.controlflow.SimplifiableConditionalExpressionInspection
8561:             3             72  com.siyeh.ig.controlflow.SwitchStatementInspection
8562:             3             72  com.siyeh.ig.controlflow.SwitchStatementWithConfusingDeclarationInspection
8563:             3             72  com.siyeh.ig.controlflow.SwitchStatementsWithoutDefaultInspection
8564:             3             72  com.siyeh.ig.controlflow.UnnecessaryBreakInspection
8565:             3             72  com.siyeh.ig.controlflow.UnnecessaryLabelOnBreakStatementInspection
8566:             3             72  com.siyeh.ig.controlflow.UnnecessaryLabelOnContinueStatementInspection
8567:             3             72  com.siyeh.ig.dataflow.BooleanVariableAlwaysNegatedInspection
8568:             3             72  com.siyeh.ig.dataflow.ConstantValueVariableUseInspection
8569:             3             72  com.siyeh.ig.dataflow.NegativelyNamedBooleanVariableInspection
8570:             3             72  com.siyeh.ig.dataflow.ReuseOfLocalVariableInspection
8571:             3             72  com.siyeh.ig.dependency.CyclicClassDependencyInspection
8572:             3             72  com.siyeh.ig.dependency.CyclicPackageDependencyInspection
8573:             3             72  com.siyeh.ig.encapsulation.PackageVisibleFieldInspection
8574:             3             72  com.siyeh.ig.encapsulation.ProtectedFieldInspection
8575:             3             72  com.siyeh.ig.errorhandling.CatchMayIgnoreExceptionInspection
8576:             3             72  com.siyeh.ig.errorhandling.CaughtExceptionImmediatelyRethrownInspection
8577:             3             72  com.siyeh.ig.errorhandling.CheckedExceptionClassInspection
8578:             3             72  com.siyeh.ig.errorhandling.ContinueOrBreakFromFinallyBlockInspection
8579:             3             72  com.siyeh.ig.errorhandling.EmptyFinallyBlockInspection
8580:             3             72  com.siyeh.ig.errorhandling.EmptyTryBlockInspection
8581:             3             72  com.siyeh.ig.errorhandling.ErrorRethrownInspection
8582:             3             72  com.siyeh.ig.errorhandling.ExtendsThrowableInspection
8583:             3             72  com.siyeh.ig.errorhandling.FinallyBlockCannotCompleteNormallyInspection
8584:             3             72  com.siyeh.ig.errorhandling.InstanceofCatchParameterInspection
8585:             3             72  com.siyeh.ig.errorhandling.NestedTryStatementInspection
8586:             3             72  com.siyeh.ig.errorhandling.NonFinalFieldOfExceptionInspection
8587:             3             72  com.siyeh.ig.errorhandling.NullThrownInspection
8588:             3             72  com.siyeh.ig.errorhandling.ReturnFromFinallyBlockInspection
8589:             3             72  com.siyeh.ig.errorhandling.ThreadDeathRethrownInspection
8590:             3             72  com.siyeh.ig.errorhandling.ThrowsRuntimeExceptionInspection
8591:             3             72  com.siyeh.ig.errorhandling.UncheckedExceptionClassInspection
8592:             3             72  com.siyeh.ig.errorhandling.UnnecessaryInitCauseInspection
8593:             3             72  com.siyeh.ig.exceptions.MultiCatchCanBeSplitInspection
8594:             3             72  com.siyeh.ig.exceptions.TryStatementWithMultipleResourcesInspection
8595:             3             72  com.siyeh.ig.finalization.FinalizeNotProtectedInspection
8596:             3             72  com.siyeh.ig.finalization.NoExplicitFinalizeCallsInspection
8597:             3             72  com.siyeh.ig.imports.JavaLangImportInspection
8598:             3             72  com.siyeh.ig.imports.OnDemandImportInspection
8599:             3             72  com.siyeh.ig.imports.SamePackageImportInspection
8600:             3             72  com.siyeh.ig.imports.SingleClassImportInspection
8601:             3             72  com.siyeh.ig.inheritance.AbstractClassExtendsConcreteClassInspection
8602:             3             72  com.siyeh.ig.inheritance.AbstractClassNeverImplementedInspection
8603:             3             72  com.siyeh.ig.inheritance.AbstractClassWithoutAbstractMethodsInspection
8604:             3             72  com.siyeh.ig.inheritance.AbstractMethodOverridesConcreteMethodInspection
8605:             3             72  com.siyeh.ig.inheritance.AbstractMethodWithMissingImplementationsInspection
8606:             3             72  com.siyeh.ig.inheritance.ExtendsAnnotationInspection
8607:             3             72  com.siyeh.ig.inheritance.ExtendsConcreteCollectionInspection
8608:             3             72  com.siyeh.ig.inheritance.MissingOverrideAnnotationInspection
8609:             3             72  com.siyeh.ig.inheritance.ParameterTypePreventsOverridingInspection
8610:             3             72  com.siyeh.ig.inheritance.ProblematicVarargsMethodOverrideInspection
8611:             3             72  com.siyeh.ig.inheritance.StaticInheritanceInspection
8612:             3             72  com.siyeh.ig.inheritance.TypeParameterExtendsFinalClassInspection
8613:             3             72  com.siyeh.ig.initialization.AbstractMethodCallInConstructorInspection
8614:             3             72  com.siyeh.ig.initialization.DoubleBraceInitializationInspection
8615:             3             72  com.siyeh.ig.initialization.NonFinalStaticVariableUsedInClassInitializationInspection
8616:             3             72  com.siyeh.ig.initialization.NonThreadSafeLazyInitializationInspection
8617:             3             72  com.siyeh.ig.initialization.OverridableMethodCallDuringObjectConstructionInspection
8618:             3             72  com.siyeh.ig.initialization.OverriddenMethodCallDuringObjectConstructionInspection
8619:             3             72  com.siyeh.ig.initialization.ThisEscapedInConstructorInspection
8620:             3             72  com.siyeh.ig.internationalization.AbsoluteAlignmentInUserInterfaceInspection
8621:             3             72  com.siyeh.ig.internationalization.CallToSuspiciousStringMethodInspection
8622:             3             72  com.siyeh.ig.internationalization.CharacterComparisonInspection
8623:             3             72  com.siyeh.ig.internationalization.DateToStringInspection
8624:             3             72  com.siyeh.ig.internationalization.ImplicitDefaultCharsetUsageInspection
8625:             3             72  com.siyeh.ig.internationalization.MagicCharacterInspection
8626:             3             72  com.siyeh.ig.internationalization.NumericToStringInspection
8627:             3             72  com.siyeh.ig.internationalization.SimpleDateFormatWithoutLocaleInspection
8628:             3             72  com.siyeh.ig.internationalization.StringToUpperWithoutLocaleInspection
8629:             3             72  com.siyeh.ig.internationalization.StringTokenizerInspection
8630:             3             72  com.siyeh.ig.internationalization.TimeToStringInspection
8631:             3             72  com.siyeh.ig.internationalization.UnnecessaryUnicodeEscapeInspection
8632:             3             72  com.siyeh.ig.j2me.AbstractClassWithOnlyOneDirectInheritorInspection
8633:             3             72  com.siyeh.ig.j2me.ArrayLengthInLoopConditionInspection
8634:             3             72  com.siyeh.ig.j2me.InterfaceWithOnlyOneDirectInheritorInspection
8635:             3             72  com.siyeh.ig.j2me.PrivateMemberAccessBetweenOuterAndInnerClassInspection
8636:             3             72  com.siyeh.ig.j2me.SingleCharacterStartsWithInspection
8637:             3             72  com.siyeh.ig.javabeans.ClassWithoutConstructorInspection
8638:             3             72  com.siyeh.ig.javabeans.FieldHasSetterButNoGetterInspection
8639:             3             72  com.siyeh.ig.javabeans.PropertyValueSetToItselfInspection
8640:             3             72  com.siyeh.ig.javadoc.DanglingJavadocInspection
8641:             3             72  com.siyeh.ig.javadoc.HtmlTagCanBeJavadocTagInspection
8642:             3             72  com.siyeh.ig.javadoc.MissingPackageInfoInspection
8643:             3             72  com.siyeh.ig.javadoc.PackageDotHtmlMayBePackageInfoInspection
8644:             3             72  com.siyeh.ig.javadoc.PackageInfoWithoutPackageInspection
8645:             3             72  com.siyeh.ig.javadoc.UnnecessaryInheritDocInspection
8646:             3             72  com.siyeh.ig.jdk.AnnotationClassInspection
8647:             3             72  com.siyeh.ig.jdk.AnnotationInspection
8648:             3             72  com.siyeh.ig.jdk.AssertStatementInspection
8649:             3             72  com.siyeh.ig.jdk.AutoUnboxingInspection
8650:             3             72  com.siyeh.ig.jdk.EnumClassInspection
8651:             3             72  com.siyeh.ig.jdk.ForeachStatementInspection
8652:             3             72  com.siyeh.ig.jdk.ForwardCompatibilityInspection
8653:             3             72  com.siyeh.ig.jdk.VarargParameterInspection
8654:             3             72  com.siyeh.ig.junit.AssertEqualsCalledOnArrayInspection
8655:             3             72  com.siyeh.ig.junit.AssertEqualsMayBeAssertSameInspection
8656:             3             72  com.siyeh.ig.junit.BeforeClassOrAfterClassIsPublicStaticVoidNoArgInspection
8657:             3             72  com.siyeh.ig.junit.BeforeOrAfterIsPublicVoidNoArgInspection
8658:             3             72  com.siyeh.ig.junit.ExpectedExceptionNeverThrownInspection
8659:             3             72  com.siyeh.ig.junit.IgnoredJUnitTestInspection
8660:             3             72  com.siyeh.ig.junit.JUnit3StyleTestMethodInJUnit4ClassInspection
8661:             3             72  com.siyeh.ig.junit.JUnit4AnnotatedMethodInJUnit3TestCaseInspection
8662:             3             72  com.siyeh.ig.junit.JUnit5ConverterInspection
8663:             3             72  com.siyeh.ig.junit.JUnit5PlatformInspection
8664:             3             72  com.siyeh.ig.junit.JUnitDatapointInspection
8665:             3             72  com.siyeh.ig.junit.Junit4ConverterInspection
8666:             3             72  com.siyeh.ig.junit.MalformedSetUpTearDownInspection
8667:             3             72  com.siyeh.ig.junit.MultipleExceptionsDeclaredOnTestMethodInspection
8668:             3             72  com.siyeh.ig.junit.ParameterizedParametersStaticCollectionInspection
8669:             3             72  com.siyeh.ig.junit.StaticSuiteInspection
8670:             3             72  com.siyeh.ig.junit.SuperTearDownInFinallyInspection
8671:             3             72  com.siyeh.ig.junit.TestCaseInProductCodeInspection
8672:             3             72  com.siyeh.ig.junit.TestCaseWithConstructorInspection
8673:             3             72  com.siyeh.ig.junit.TestMethodInProductCodeInspection
8674:             3             72  com.siyeh.ig.junit.UnconstructableTestCaseInspection
8675:             3             72  com.siyeh.ig.junit.UseOfObsoleteAssertInspection
8676:             3             72  com.siyeh.ig.logging.LoggingConditionDisagreesWithLogStatementInspection
8677:             3             72  com.siyeh.ig.logging.PlaceholderCountMatchesArgumentCountInspection
8678:             3             72  com.siyeh.ig.maturity.SystemOutErrInspection
8679:             3             72  com.siyeh.ig.maturity.ThreadDumpStackInspection
8680:             3             72  com.siyeh.ig.maturity.ThrowablePrintStackTraceInspection
8681:             3             72  com.siyeh.ig.maturity.ThrowablePrintedToSystemOutInspection
8682:             3             72  com.siyeh.ig.maturity.UseOfObsoleteDateTimeApiInspection
8683:             3             72  com.siyeh.ig.memory.AnonymousInnerClassMayBeStaticInspection
8684:             3             72  com.siyeh.ig.memory.StringBufferFieldInspection
8685:             3             72  com.siyeh.ig.memory.SystemGCInspection
8686:             3             72  com.siyeh.ig.memory.UnnecessaryEmptyArrayUsageInspection
8687:             3             72  com.siyeh.ig.memory.ZeroLengthArrayInitializationInspection
8688:             3             72  com.siyeh.ig.methodmetrics.MethodWithMultipleLoopsInspection
8689:             3             72  com.siyeh.ig.migration.BigDecimalLegacyMethodInspection
8690:             3             72  com.siyeh.ig.migration.CollectionsFieldAccessReplaceableByMethodCallInspection
8691:             3             72  com.siyeh.ig.migration.EnumerationCanBeIterationInspection
8692:             3             72  com.siyeh.ig.migration.IndexOfReplaceableByContainsInspection
8693:             3             72  com.siyeh.ig.migration.StringBufferReplaceableByStringBuilderInspection
8694:             3             72  com.siyeh.ig.migration.TryFinallyCanBeTryWithResourcesInspection
8695:             3             72  com.siyeh.ig.migration.TryWithIdenticalCatchesInspection
8696:             3             72  com.siyeh.ig.migration.WhileCanBeForeachInspection
8697:             3             72  com.siyeh.ig.modularization.ClassIndependentOfModuleInspection
8698:             3             72  com.siyeh.ig.modularization.ClassOnlyUsedInOneModuleInspection
8699:             3             72  com.siyeh.ig.naming.ClassNamePrefixedWithPackageNameInspection
8700:             3             72  com.siyeh.ig.naming.ClassNameSameAsAncestorNameInspection
8701:             3             72  com.siyeh.ig.naming.ConfusingMainMethodInspection
8702:             3             72  com.siyeh.ig.naming.DollarSignInNameInspection
8703:             3             72  com.siyeh.ig.naming.ExceptionNameDoesntEndWithExceptionInspection
8704:             3             72  com.siyeh.ig.naming.LambdaUnfriendlyMethodOverloadInspection
8705:             3             72  com.siyeh.ig.naming.MethodNameSameAsClassNameInspection
8706:             3             72  com.siyeh.ig.naming.MethodNameSameAsParentNameInspection
8707:             3             72  com.siyeh.ig.naming.NonExceptionNameEndsWithExceptionInspection
8708:             3             72  com.siyeh.ig.naming.OverloadedVarargsMethodInspection
8709:             3             72  com.siyeh.ig.naming.UpperCaseFieldNameNotConstantInspection
8710:             3             72  com.siyeh.ig.numeric.BadOddnessInspection
8711:             3             72  com.siyeh.ig.numeric.BigDecimalEqualsInspection
8712:             3             72  com.siyeh.ig.numeric.BigDecimalMethodWithoutRoundingCalledInspection
8713:             3             72  com.siyeh.ig.numeric.CharUsedInArithmeticContextInspection
8714:             3             72  com.siyeh.ig.numeric.ComparisonOfShortAndCharInspection
8715:             3             72  com.siyeh.ig.numeric.ComparisonToNaNInspection
8716:             3             72  com.siyeh.ig.numeric.ConstantMathCallInspection
8717:             3             72  com.siyeh.ig.numeric.DivideByZeroInspection
8718:             3             72  com.siyeh.ig.numeric.DoubleLiteralMayBeFloatLiteralInspection
8719:             3             72  com.siyeh.ig.numeric.FloatingPointEqualityInspection
8720:             3             72  com.siyeh.ig.numeric.IntLiteralMayBeLongLiteralInspection
8721:             3             72  com.siyeh.ig.numeric.IntegerDivisionInFloatingPointContextInspection
8722:             3             72  com.siyeh.ig.numeric.LongLiteralsEndingWithLowercaseLInspection
8723:             3             72  com.siyeh.ig.numeric.NonReproducibleMathCallInspection
8724:             3             72  com.siyeh.ig.numeric.OctalAndDecimalIntegersMixedInspection
8725:             3             72  com.siyeh.ig.numeric.OctalLiteralInspection
8726:             3             72  com.siyeh.ig.numeric.SuspiciousLiteralUnderscoreInspection
8727:             3             72  com.siyeh.ig.numeric.UnnecessaryExplicitNumericCastInspection
8728:             3             72  com.siyeh.ig.numeric.UnnecessaryUnaryMinusInspection
8729:             3             72  com.siyeh.ig.packaging.ClassOnlyUsedInOnePackageInspection
8730:             3             72  com.siyeh.ig.packaging.ClassUnconnectedToPackageInspection
8731:             3             72  com.siyeh.ig.packaging.DisjointPackageInspection
8732:             3             72  com.siyeh.ig.packaging.ExceptionPackageInspection
8733:             3             72  com.siyeh.ig.packaging.PackageInMultipleModulesInspection
8734:             3             72  com.siyeh.ig.performance.ArraysAsListWithZeroOrOneArgumentInspection
8735:             3             72  com.siyeh.ig.performance.BooleanConstructorInspection
8736:             3             72  com.siyeh.ig.performance.BoxingBoxedValueInspection
8737:             3             72  com.siyeh.ig.performance.ClassInitializerMayBeStaticInspection
8738:             3             72  com.siyeh.ig.performance.CollectionContainsUrlInspection
8739:             3             72  com.siyeh.ig.performance.CollectionsMustHaveInitialCapacityInspection$1
8740:             3             72  com.siyeh.ig.performance.DynamicRegexReplaceableByCompiledPatternInspection
8741:             3             72  com.siyeh.ig.performance.EqualsHashCodeCalledOnUrlInspection
8742:             3             72  com.siyeh.ig.performance.FieldMayBeStaticInspection
8743:             3             72  com.siyeh.ig.performance.IfStatementMissingBreakInLoopInspection
8744:             3             72  com.siyeh.ig.performance.InstantiatingObjectToGetClassObjectInspection
8745:             3             72  com.siyeh.ig.performance.KeySetIterationMayUseEntrySetInspection
8746:             3             72  com.siyeh.ig.performance.LengthOneStringInIndexOfInspection
8747:             3             72  com.siyeh.ig.performance.LengthOneStringsInConcatenationInspection
8748:             3             72  com.siyeh.ig.performance.ListRemoveInLoopInspection
8749:             3             72  com.siyeh.ig.performance.ManualArrayCopyInspection
8750:             3             72  com.siyeh.ig.performance.ManualArrayToCollectionCopyInspection
8751:             3             72  com.siyeh.ig.performance.MapReplaceableByEnumMapInspection
8752:             3             72  com.siyeh.ig.performance.ObjectAllocationInLoopInspection
8753:             3             72  com.siyeh.ig.performance.ObjectEqualsCanBeEqualityInspection
8754:             3             72  com.siyeh.ig.performance.ObjectInstantiationInEqualsHashCodeInspection
8755:             3             72  com.siyeh.ig.performance.RandomDoubleForRandomIntegerInspection
8756:             3             72  com.siyeh.ig.performance.RedundantStringFormatCallInspection
8757:             3             72  com.siyeh.ig.performance.SetReplaceableByEnumSetInspection
8758:             3             72  com.siyeh.ig.performance.StringBufferMustHaveInitialCapacityInspection
8759:             3             72  com.siyeh.ig.performance.StringBufferToStringInConcatenationInspection
8760:             3             72  com.siyeh.ig.performance.StringConcatenationInLoopsInspection
8761:             3             72  com.siyeh.ig.performance.StringConcatenationInsideStringBufferAppendInspection
8762:             3             72  com.siyeh.ig.performance.TailRecursionInspection
8763:             3             72  com.siyeh.ig.performance.TrivialStringConcatenationInspection
8764:             3             72  com.siyeh.ig.performance.UnnecessaryTemporaryOnConversionFromStringInspection
8765:             3             72  com.siyeh.ig.performance.UnnecessaryTemporaryOnConversionToStringInspection
8766:             3             72  com.siyeh.ig.portability.HardcodedLineSeparatorsInspection
8767:             3             72  com.siyeh.ig.portability.NativeMethodsInspection
8768:             3             72  com.siyeh.ig.portability.RuntimeExecInspection
8769:             3             72  com.siyeh.ig.portability.SystemGetenvInspection
8770:             3             72  com.siyeh.ig.portability.UseOfAWTPeerClassInspection
8771:             3             72  com.siyeh.ig.portability.UseOfJDBCDriverClassInspection
8772:             3             72  com.siyeh.ig.portability.UseOfProcessBuilderInspection
8773:             3             72  com.siyeh.ig.portability.UseOfSunClassesInspection
8774:             3             72  com.siyeh.ig.psiutils.InconvertibleTypesChecker$LookForMutualSubclass
8775:             3             72  com.siyeh.ig.redundancy.RedundantClassCallInspection
8776:             3             72  com.siyeh.ig.redundancy.RedundantCollectionOperationInspection
8777:             3             72  com.siyeh.ig.redundancy.RedundantOperationOnEmptyContainerInspection
8778:             3             72  com.siyeh.ig.redundancy.RedundantStringOperationInspection
8779:             3             72  com.siyeh.ig.redundancy.UnusedLabelInspection
8780:             3             72  com.siyeh.ig.resources.DriverManagerGetConnectionInspection
8781:             3             72  com.siyeh.ig.security.ClassLoaderInstantiationInspection
8782:             3             72  com.siyeh.ig.security.CloneableClassInSecureContextInspection
8783:             3             72  com.siyeh.ig.security.CustomClassloaderInspection
8784:             3             72  com.siyeh.ig.security.CustomSecurityManagerInspection
8785:             3             72  com.siyeh.ig.security.DesignForExtensionInspection
8786:             3             72  com.siyeh.ig.security.NonFinalCloneInspection
8787:             3             72  com.siyeh.ig.security.NonStaticInnerClassInSecureContextInspection
8788:             3             72  com.siyeh.ig.security.PublicStaticArrayFieldInspection
8789:             3             72  com.siyeh.ig.security.SystemPropertiesInspection
8790:             3             72  com.siyeh.ig.security.SystemSetSecurityManagerInspection
8791:             3             72  com.siyeh.ig.security.UnsecureRandomNumberGenerationInspection
8792:             3             72  com.siyeh.ig.serialization.ComparatorNotSerializableInspection
8793:             3             72  com.siyeh.ig.serialization.ExternalizableWithSerializationMethodsInspection
8794:             3             72  com.siyeh.ig.serialization.ExternalizableWithoutPublicNoArgConstructorInspection
8795:             3             72  com.siyeh.ig.serialization.MissingSerialAnnotationInspection
8796:             3             72  com.siyeh.ig.serialization.NonSerializableObjectBoundToHttpSessionInspection
8797:             3             72  com.siyeh.ig.serialization.NonSerializableObjectPassedToObjectStreamInspection
8798:             3             72  com.siyeh.ig.serialization.NonSerializableWithSerialVersionUIDFieldInspection
8799:             3             72  com.siyeh.ig.serialization.NonSerializableWithSerializationMethodsInspection
8800:             3             72  com.siyeh.ig.serialization.ReadObjectAndWriteObjectPrivateInspection
8801:             3             72  com.siyeh.ig.serialization.ReadObjectInitializationInspection
8802:             3             72  com.siyeh.ig.serialization.ReadResolveAndWriteReplaceProtectedInspection
8803:             3             72  com.siyeh.ig.serialization.SerialAnnotationUsedOnWrongMemberInspection
8804:             3             72  com.siyeh.ig.serialization.SerialPersistentFieldsWithWrongSignatureInspection
8805:             3             72  com.siyeh.ig.serialization.SerialVersionUIDNotStaticFinalInspection
8806:             3             72  com.siyeh.ig.serialization.SerializableRecordContainsIgnoredMembersInspection
8807:             3             72  com.siyeh.ig.serialization.SerializableStoresNonSerializableInspection
8808:             3             72  com.siyeh.ig.serialization.SerializableWithUnconstructableAncestorInspection
8809:             3             72  com.siyeh.ig.serialization.TransientFieldInNonSerializableClassInspection
8810:             3             72  com.siyeh.ig.serialization.TransientFieldNotInitializedInspection
8811:             3             72  com.siyeh.ig.style.ArrayCanBeReplacedWithEnumValuesInspection
8812:             3             72  com.siyeh.ig.style.ArrayCreationWithoutNewKeywordInspection
8813:             3             72  com.siyeh.ig.style.BoundedWildcardInspection
8814:             3             72  com.siyeh.ig.style.CallToStringConcatCanBeReplacedByOperatorInspection
8815:             3             72  com.siyeh.ig.style.ChainedEqualityInspection
8816:             3             72  com.siyeh.ig.style.ConfusingOctalEscapeInspection
8817:             3             72  com.siyeh.ig.style.ConstantExpressionInspection
8818:             3             72  com.siyeh.ig.style.ControlFlowStatementWithoutBracesInspection
8819:             3             72  com.siyeh.ig.style.DiamondCanBeReplacedWithExplicitTypeArgumentsInspection
8820:             3             72  com.siyeh.ig.style.EqualsCalledOnEnumConstantInspection
8821:             3             72  com.siyeh.ig.style.ExtendsObjectInspection
8822:             3             72  com.siyeh.ig.style.FieldMayBeFinalInspection
8823:             3             72  com.siyeh.ig.style.LambdaBodyCanBeCodeBlockInspection
8824:             3             72  com.siyeh.ig.style.LambdaCanBeReplacedWithAnonymousInspection
8825:             3             72  com.siyeh.ig.style.LambdaParameterTypeCanBeSpecifiedInspection
8826:             3             72  com.siyeh.ig.style.ListIndexOfReplaceableByContainsInspection
8827:             3             72  com.siyeh.ig.style.LiteralAsArgToStringEqualsInspection
8828:             3             72  com.siyeh.ig.style.MethodRefCanBeReplacedWithLambdaInspection
8829:             3             72  com.siyeh.ig.style.ObjectsEqualsCanBeSimplifiedInspection
8830:             3             72  com.siyeh.ig.style.OptionalContainsCollectionInspection
8831:             3             72  com.siyeh.ig.style.ReturnThisInspection
8832:             3             72  com.siyeh.ig.style.SimplifiableAnnotationInspection
8833:             3             72  com.siyeh.ig.style.SimplifiableIfStatementInspection
8834:             3             72  com.siyeh.ig.style.SingleStatementInBlockInspection
8835:             3             72  com.siyeh.ig.style.StringBufferReplaceableByStringInspection
8836:             3             72  com.siyeh.ig.style.UnclearBinaryExpressionInspection
8837:             3             72  com.siyeh.ig.style.UnnecessarilyQualifiedStaticallyImportedElementInspection
8838:             3             72  com.siyeh.ig.style.UnnecessaryCallToStringValueOfInspection
8839:             3             72  com.siyeh.ig.style.UnnecessaryConstantArrayCreationExpressionInspection
8840:             3             72  com.siyeh.ig.style.UnnecessaryEnumModifierInspection
8841:             3             72  com.siyeh.ig.style.UnnecessaryInterfaceModifierInspection
8842:             3             72  com.siyeh.ig.style.UnnecessaryQualifierForThisInspection
8843:             3             72  com.siyeh.ig.style.UnnecessarySuperConstructorInspection
8844:             3             72  com.siyeh.ig.style.UnnecessaryToStringCallInspection
8845:             3             72  com.siyeh.ig.style.UnqualifiedFieldAccessInspection
8846:             3             72  com.siyeh.ig.style.UnqualifiedMethodAccessInspection
8847:             3             72  com.siyeh.ig.testFrameworks.AssertBetweenInconvertibleTypesInspection
8848:             3             72  com.siyeh.ig.testFrameworks.AssertWithoutMessageInspection
8849:             3             72  com.siyeh.ig.testFrameworks.ConstantAssertArgumentInspection
8850:             3             72  com.siyeh.ig.testFrameworks.MaskedAssertionInspection
8851:             3             72  com.siyeh.ig.testFrameworks.MisorderedAssertEqualsArgumentsInspection
8852:             3             72  com.siyeh.ig.testFrameworks.SimplifiableAssertionInspection
8853:             3             72  com.siyeh.ig.threading.AtomicFieldUpdaterIssuesInspection
8854:             3             72  com.siyeh.ig.threading.AtomicFieldUpdaterNotStaticFinalInspection
8855:             3             72  com.siyeh.ig.threading.AwaitNotInLoopInspection
8856:             3             72  com.siyeh.ig.threading.AwaitWithoutCorrespondingSignalInspection
8857:             3             72  com.siyeh.ig.threading.BusyWaitInspection
8858:             3             72  com.siyeh.ig.threading.CallToNativeMethodWhileLockedInspection
8859:             3             72  com.siyeh.ig.threading.ConditionSignalInspection
8860:             3             72  com.siyeh.ig.threading.EmptySynchronizedStatementInspection
8861:             3             72  com.siyeh.ig.threading.ExtendsThreadInspection
8862:             3             72  com.siyeh.ig.threading.MethodMayBeSynchronizedInspection
8863:             3             72  com.siyeh.ig.threading.NakedNotifyInspection
8864:             3             72  com.siyeh.ig.threading.NestedSynchronizedStatementInspection
8865:             3             72  com.siyeh.ig.threading.NonAtomicOperationOnVolatileFieldInspection
8866:             3             72  com.siyeh.ig.threading.NonSynchronizedMethodOverridesSynchronizedMethodInspection
8867:             3             72  com.siyeh.ig.threading.NotifyCalledOnConditionInspection
8868:             3             72  com.siyeh.ig.threading.NotifyWithoutCorrespondingWaitInspection
8869:             3             72  com.siyeh.ig.threading.ObjectNotifyInspection
8870:             3             72  com.siyeh.ig.threading.PublicFieldAccessedInSynchronizedContextInspection
8871:             3             72  com.siyeh.ig.threading.SafeLockInspection
8872:             3             72  com.siyeh.ig.threading.SignalWithoutCorrespondingAwaitInspection
8873:             3             72  com.siyeh.ig.threading.SleepWhileHoldingLockInspection
8874:             3             72  com.siyeh.ig.threading.StaticInitializerReferencesSubClassInspection
8875:             3             72  com.siyeh.ig.threading.SynchronizationOnGetClassInspection
8876:             3             72  com.siyeh.ig.threading.SynchronizationOnStaticFieldInspection
8877:             3             72  com.siyeh.ig.threading.SynchronizeOnLockInspection
8878:             3             72  com.siyeh.ig.threading.SynchronizeOnNonFinalFieldInspection
8879:             3             72  com.siyeh.ig.threading.SynchronizeOnThisInspection
8880:             3             72  com.siyeh.ig.threading.SystemRunFinalizersOnExitInspection
8881:             3             72  com.siyeh.ig.threading.ThreadLocalNotStaticFinalInspection
8882:             3             72  com.siyeh.ig.threading.ThreadPriorityInspection
8883:             3             72  com.siyeh.ig.threading.ThreadRunInspection
8884:             3             72  com.siyeh.ig.threading.ThreadStartInConstructionInspection
8885:             3             72  com.siyeh.ig.threading.ThreadStopSuspendResumeInspection
8886:             3             72  com.siyeh.ig.threading.ThreadWithDefaultRunMethodInspection
8887:             3             72  com.siyeh.ig.threading.ThreadYieldInspection
8888:             3             72  com.siyeh.ig.threading.UnconditionalWaitInspection
8889:             3             72  com.siyeh.ig.threading.VolatileArrayFieldInspection
8890:             3             72  com.siyeh.ig.threading.WaitCalledOnConditionInspection
8891:             3             72  com.siyeh.ig.threading.WaitNotInLoopInspection
8892:             3             72  com.siyeh.ig.threading.WaitNotifyNotInSynchronizedContextInspection
8893:             3             72  com.siyeh.ig.threading.WaitOrAwaitWithoutTimeoutInspection
8894:             3             72  com.siyeh.ig.threading.WaitWhileHoldingTwoLocksInspection
8895:             3             72  com.siyeh.ig.threading.WaitWithoutCorrespondingNotifyInspection
8896:             3             72  com.siyeh.ig.visibility.AmbiguousFieldAccessInspection
8897:             3             72  com.siyeh.ig.visibility.AmbiguousMethodCallInspection
8898:             3             72  com.siyeh.ig.visibility.AnonymousClassVariableHidesContainingMethodVariableInspection
8899:             3             72  com.siyeh.ig.visibility.ClassEscapesItsScopeInspection
8900:             3             72  com.siyeh.ig.visibility.MethodOverridesInaccessibleMethodOfSuperInspection
8901:             3             72  com.siyeh.ig.visibility.MethodOverridesStaticMethodInspection
8902:             3             72  com.siyeh.ig.visibility.TypeParameterHidesVisibleTypeInspection
8903:             3             72  com.siyeh.ipp.collections.ImmutableCollectionModelUtils$CollectionType
8904:             1             72  com.sun.tools.jdi.SDE (jdk.jdi@11.0.9.1)
8905:             3             72  com.sun.xml.bind.v2.model.annotation.ClassLocatable
8906:             3             72  com.sun.xml.bind.v2.model.core.ID
8907:             3             72  com.theoryinpractice.testng.inspection.ConvertJavadocInspection
8908:             3             72  com.theoryinpractice.testng.inspection.ConvertOldAnnotationInspection
8909:             3             72  com.theoryinpractice.testng.inspection.DataProviderReturnTypeInspection
8910:             3             72  com.theoryinpractice.testng.inspection.DependsOnGroupsInspection
8911:             3             72  com.theoryinpractice.testng.inspection.DependsOnMethodInspection
8912:             3             72  com.theoryinpractice.testng.inspection.DuplicatedDataProviderNamesInspection
8913:             3             72  com.theoryinpractice.testng.inspection.ExpectedExceptionNeverThrownTestNGInspection
8914:             3             72  com.theoryinpractice.testng.inspection.JUnitConvertTool
8915:             3             72  com.theoryinpractice.testng.inspection.TestNGDataProviderInspection
8916:             3             72  com.theoryinpractice.testng.inspection.UndeclaredTestInspection
8917:             3             72  de.plushnikov.intellij.plugin.inspection.DeprecatedLombokAnnotationInspection
8918:             3             72  de.plushnikov.intellij.plugin.inspection.LombokInspection
